"names" "transcripts" "pool_ratio" "weighted_length"
"3551" "YPL221W" 1.131 31.8705187685
"3552" "YMR197C" 1.132 28.955500618
"3553" "YOR046C" 1.132 29.3584379358
"3554" "YIL156W" 1.132 29.5941913666
"3555" "YIL132C" 1.132 29.7320061256
"3556" "YOL042W" 1.132 30.6991525424
"3557" "YJL146W" 1.132 31.1527257595
"3558" "YPL053C" 1.132 31.3007261854
"3559" "YDL161W" 1.132 32.2264957265
"3560" "YDR111C" 1.133 27.421107628
"3561" "YGL238W" 1.133 30.5830743923
"3562" "YNL147W" 1.133 30.6958424508
"3563" "YDL116W" 1.133 31.0242214533
"3564" "YKL095W" 1.133 31.1801632141
"3565" "YGL175C" 1.133 31.25
"3566" "YDR007W" 1.133 31.8252987227
"3567" "YDR480W" 1.133 31.976744186
"3568" "YPL208W" 1.134 28.2022923788
"3569" "YGR255C" 1.134 30.2645032229
"3570" "YOL057W" 1.134 30.5391862097
"3571" "YDR284C" 1.134 31.0248635537
"3572" "YCL036W" 1.134 31.8018204386
"3573" "YIL177C" 1.134 33.2164291073
"3574" "YGR195W" 1.135 29.4821880475
"3575" "YHR008C" 1.135 29.5445505171
"3576" "YGR158C" 1.135 30.1084681256
"3577" "YNL304W" 1.135 30.7033248082
"3578" "YDL033C" 1.135 31.6028243601
"3579" "YDR308C" 1.135 32.440098661
"3580" "YGL115W" 1.135 32.6630543849
"3581" "YLR035C-R" 1.136 28.466347922
"3582" "YPR162C" 1.136 29.8950381679
"3583" "YIL141W" 1.136 30.54375
"3584" "YOR205C" 1.136 31.1917597228
"3585" "YBR035C" 1.136 31.2369207773
"3586" "YKL161C" 1.136 31.2685150019
"3587" "YFR053C" 1.136 32.3870387039
"3588" "YOR144C" 1.137 27.69747557
"3589" "YCR091W" 1.137 28.77987177
"3590" "YIL056W" 1.137 29.3619996504
"3591" "YPL033C" 1.137 29.8692930781
"3592" "YFR030W" 1.137 30.1170190926
"3593" "YDR087C" 1.137 30.2941176471
"3594" "YHR055C" 1.137 31.1800714164
"3595" "YOR042W" 1.137 31.4008179959
"3596" "YDR184C" 1.137 31.7384071533
"3597" "YDL048C" 1.137 32.7568075117
"3598" "YGR069W" 1.138 29.3544905009
"3599" "YHL027W" 1.138 29.7234855376
"3600" "YBL103C" 1.138 29.7250561992
"3601" "YAL038W" 1.138 30.183044316
"3602" "YNL226W" 1.138 31.0021933525
"3603" "YOL003C" 1.138 32.9409309121
"3604" "YGL155W" 1.138 33.9090736161
"3605" "YHL042W" 1.139 26.1607799853
"3606" "YLR143W" 1.139 28.1241069606
"3607" "YMR184W" 1.139 29.0372670807
"3608" "YNL333W" 1.139 30.2244224422
"3609" "YAL008W" 1.139 30.6243864127
"3610" "YKR044W" 1.139 32.0201024832
"3611" "YCR102C" 1.139 32.2242424242
"3612" "YPR161C" 1.14 29.6081303791
"3613" "YJL014W" 1.14 31.4274509804
"3614" "YLL018C-A" 1.14 33.4948415623
"3615" "YDR475C" 1.141 28.386627907
"3616" "YMR235C" 1.141 28.8657322021
"3617" "YDR316W" 1.141 29.0408835497
"3618" "YBR248C" 1.141 29.7619532045
"3619" "YLL009C" 1.141 30.0902892943
"3620" "YOR377W" 1.141 31.1170449488
"3621" "YJR135W-A" 1.141 32.4688619689
"3622" "YNL276C" 1.141 32.5673364686
"3623" "YER055C" 1.141 33.6125
"3624" "YDR467C" 1.142 27.7252985885
"3625" "YPL032C" 1.142 29.0077605322
"3626" "YOL035C" 1.142 29.4866529774
"3627" "YNL208W" 1.142 32.5378252976
"3628" "YCR064C" 1.143 28.3223355329
"3629" "YNL080C" 1.143 30.041694097
"3630" "YMR283C" 1.143 31.0626255249
"3631" "YJR070C" 1.143 31.4265863826
"3632" "YLR369W" 1.143 31.4703632887
"3633" "YDR322W" 1.143 32.2773239984
"3634" "YKL003C" 1.143 34.2782348542
"3635" "YNL106C" 1.144 29.0704558911
"3636" "YOL024W" 1.144 29.1235955056
"3637" "YHR218W" 1.144 29.2201327434
"3638" "YDR041W" 1.144 29.5208655332
"3639" "YBR129C" 1.144 29.6479110512
"3640" "YNL307C" 1.144 32.8139871715
"3641" "YHR097C" 1.145 29.0909090909
"3642" "YNL179C" 1.145 29.0992575225
"3643" "YML081C-A" 1.145 29.4035557255
"3644" "YKL125W" 1.145 29.8137931034
"3645" "YLR274W" 1.145 29.8664007976
"3646" "YLR243W" 1.145 30.4003887269
"3647" "YGR015C" 1.145 32.1702043245
"3648" "YNL122C" 1.145 32.9626060139
"3649" "YJR084W" 1.146 28.7400773458
"3650" "YDR177W" 1.146 29.0472575441
"3651" "YPL128C" 1.146 31.2746464848
"3652" "YNR058W" 1.146 32.0552396426
"3653" "YIL122W" 1.147 28.4634581105
"3654" "YOR228C" 1.147 29.633241467
"3655" "YCL030C" 1.147 29.757317525
"3656" "YPR152C" 1.147 30.3314811267
"3657" "YLR005W" 1.147 31.952
"3658" "YNL007C" 1.147 32.5601795186
"3659" "YIL016W" 1.148 28.6327448944
"3660" "YLR424W" 1.148 29.8245614035
"3661" "YER077C" 1.148 29.870819324
"3662" "YIL006W" 1.148 30.1994174322
"3663" "YPL038W" 1.148 30.5565308989
"3664" "YOL092W" 1.148 31.2590387069
"3665" "YNL317W" 1.148 31.2803757402
"3666" "YPL257W" 1.148 31.6485097636
"3667" "YER156C" 1.148 32.8150445909
"3668" "YHR216W" 1.149 28.7540794778
"3669" "YDR292C" 1.149 29.8457888493
"3670" "YGR286C" 1.149 31.8493011951
"3671" "YNL223W" 1.149 31.9834543987
"3672" "YDR167W" 1.149 32.8500311139
"3673" "YKL093W" 1.15 28.2596582467
"3674" "YNL043C" 1.15 28.3690987124
"3675" "YDL155W" 1.15 29.0246723207
"3676" "YBR118W" 1.15 29.2247191011
"3677" "YLR097C" 1.15 30.9991892987
"3678" "YKL104C" 1.15 31.1016243232
"3679" "YLR027C" 1.15 32.7885736494
"3680" "YHR184W" 1.151 28.9092281563
"3681" "YPR022C" 1.151 29.4637042712
"3682" "YHL003C" 1.151 29.4640092879
"3683" "YOL015W" 1.151 29.7648012976
"3684" "YJL142C" 1.151 31.1689750693
"3685" "YNR013C" 1.151 31.4210766423
"3686" "YGL026C" 1.152 29.9662027833
"3687" "YDR313C" 1.152 31.4414238216
"3688" "YMR054W" 1.152 31.4774557166
"3689" "YBL081W" 1.152 31.509009009
"3690" "YMR271C" 1.152 31.5502035278
"3691" "YFR052W" 1.152 31.8722168441
"3692" "YDR240C" 1.152 31.9711718458
"3693" "YCL028W" 1.152 32.6004441752
"3694" "YMR074C" 1.152 32.7683508103
"3695" "YIL014W" 1.153 28.4878343052
"3696" "YML061C" 1.153 28.8748392628
"3697" "YLR346C" 1.153 28.9954751131
"3698" "YJL025W" 1.153 29.5103652517
"3699" "YDR161W" 1.153 29.593419062
"3700" "YLR438C-A" 1.153 30.0986784141
"3701" "YGL167C" 1.153 31.1789572569
"3702" "YGR067C" 1.154 29.2251308901
"3703" "YGL055W" 1.154 30.0199383723
"3704" "YFR047C" 1.154 30.6205054448
"3705" "YEL059C-A" 1.154 30.7908545727
"3706" "YGR200C" 1.154 30.9548360487
"3707" "YFL018C" 1.154 34.0830592105
"3708" "YPL078C" 1.155 28.2422525825
"3709" "YDR201W" 1.155 28.3851375491
"3710" "YJL046W" 1.155 30.5866376969
"3711" "YMR096W" 1.155 30.8095921295
"3712" "YKL139W" 1.156 29.2381145876
"3713" "YNL232W" 1.156 30.8303588202
"3714" "YNL148C" 1.156 31.1238209914
"3715" "YLL002W" 1.156 31.5855513308
"3716" "YDR327W" 1.156 31.6009946442
"3717" "YPL131W" 1.157 31.2326246934
"3718" "YDR517W" 1.157 31.9682605111
"3719" "YJL116C" 1.158 28.835443038
"3720" "YHR202W" 1.158 29.9313929314
"3721" "YKL096W" 1.158 31.6918565306
"3722" "YOR115C" 1.158 31.797556719
"3723" "YNL008C" 1.158 32.0800159236
"3724" "YPL274W" 1.158 32.311827957
"3725" "YCR009C" 1.158 33.8545584811
"3726" "YIR007W" 1.159 28.6892488954
"3727" "YER026C" 1.159 30.2929610696
"3728" "YAR028W" 1.159 31.7460626094
"3729" "YKL074C" 1.159 32.0344456405
"3730" "YGL198W" 1.159 32.1900452489
"3731" "YDL180W" 1.159 32.2050799624
"3732" "YNL101W" 1.159 32.4071384105
"3733" "YIL117C" 1.159 34.4396625925
"3734" "YOR154W" 1.16 30.0661949327
"3735" "YOR107W" 1.16 30.4574712644
"3736" "YHR039C-A" 1.16 30.5108798486
"3737" "YGL056C" 1.16 33.0221085328
"3738" "YBL113C-R" 1.16 33.0932746931
"3739" "YGR241C" 1.161 28.9585687382
"3740" "YLR006C" 1.161 29.9802690583
"3741" "YJR042W" 1.161 30.5228642325
"3742" "YLR228C" 1.161 30.8159123199
"3743" "YIL085C" 1.161 30.9148132606
"3744" "YNL133C" 1.163 26.8882175227
"3745" "YNL009W" 1.163 28.6429574169
"3746" "YDR045C" 1.163 29.216182048
"3747" "YJL181W" 1.163 30.1868650218
"3748" "YHR007C" 1.163 30.4722792608
"3749" "YIL108W" 1.163 31.1585585586
"3750" "YIL028W" 1.163 32.5848896435
"3751" "YJR091C" 1.164 29.3794362198
"3752" "YOR349W" 1.164 30.0490677134
"3753" "YOR043W" 1.164 30.2576754386
"3754" "YHR208W" 1.164 30.6333012512
"3755" "YLR118C" 1.164 31.4845230575
"3756" "YOR197W" 1.164 32.3374340949
"3757" "YGR024C" 1.164 32.3885291397
"3758" "YLR107W" 1.165 29.2423948847
"3759" "YDR102C" 1.165 29.6380262907
"3760" "YOL069W" 1.165 29.9827387802
"3761" "YOR282W" 1.165 31.4030612245
"3762" "YNL295W" 1.165 31.5265230484
"3763" "YHR037W" 1.165 31.6858789625
"3764" "YMR043W" 1.166 27.9015489073
"3765" "YJL176C" 1.166 28.7767644726
"3766" "YEL011W" 1.166 29.1547435615
"3767" "YNL005C" 1.166 29.8760403754
"3768" "YPL031C" 1.166 33.0619168787
"3769" "YPR026W" 1.167 29.9978987182
"3770" "YKL123W" 1.167 30.043982407
"3771" "YPL117C" 1.167 31.6512897759
"3772" "YGR223C" 1.167 32.4128084846
"3773" "YBL006C" 1.167 32.5784087157
"3774" "YIL082W-A" 1.168 27.0113515431
"3775" "YOR152C" 1.168 30.5046974
"3776" "YJR154W" 1.168 30.5066714749
"3777" "YJL078C" 1.168 30.7036294812
"3778" "YOR359W" 1.168 32.4781341108
"3779" "YDR391C" 1.168 33.8463153475
"3780" "YGR248W" 1.169 29.3163818258
"3781" "YOR311C" 1.169 31.570647603
"3782" "YLR014C" 1.17 27.8291230232
"3783" "YPR096C" 1.17 27.9740154283
"3784" "YDR076W" 1.17 28.9345760234
"3785" "YLR444C" 1.17 30.4444444444
"3786" "YGL231C" 1.17 30.690887433
"3787" "YCL011C" 1.17 30.790707153
"3788" "YPL001W" 1.17 30.9942528736
"3789" "YGL003C" 1.17 31.0857254442
"3790" "YGR292W" 1.17 31.4841525906
"3791" "YLR363C" 1.17 34.0481591345
"3792" "YLR240W" 1.171 29.5032144944
"3793" "YER027C" 1.171 31.3041803121
"3794" "YPL018W" 1.171 32.2703252033
"3795" "YGR017W" 1.171 32.5957779515
"3796" "YBR291C" 1.171 33.3962623951
"3797" "YFL052W" 1.172 30.8068685377
"3798" "YNL114C" 1.172 30.8957106812
"3799" "YJR145C" 1.172 30.9253246753
"3800" "YPL157W" 1.172 32.322991249
"3801" "YEL029C" 1.172 32.4475784004
"3802" "YJL096W" 1.172 32.9405266065
"3803" "YGR164W" 1.173 31.0681081081
"3804" "YML055W" 1.174 26.6750725003
"3805" "YOR339C" 1.174 27.8729122672
"3806" "YGR118W" 1.174 28.887541154
"3807" "YHR140W" 1.174 29.6819477956
"3808" "YPR045C" 1.175 28.2378174331
"3809" "YOR117W" 1.175 29.3763636364
"3810" "YPR127W" 1.175 30.2566633761
"3811" "YHR200W" 1.175 31.5203466466
"3812" "YAL065C" 1.175 31.9721964782
"3813" "YCL045C" 1.175 32.2126259511
"3814" "YEL056W" 1.175 32.3061374495
"3815" "YDR304C" 1.175 33.9542343884
"3816" "YDL120W" 1.176 30.642689934
"3817" "YER029C" 1.176 30.8942933742
"3818" "YIL137C" 1.176 31.1231569818
"3819" "YCR069W" 1.176 33.6989651929
"3820" "YDR512C" 1.177 30.9765524349
"3821" "YHL020C" 1.177 32.6903023983
"3822" "YBL090W" 1.177 33.0541606887
"3823" "YNR004W" 1.178 29.9021418021
"3824" "YLR105C" 1.178 30.2725631769
"3825" "YMR098C" 1.179 29.7752031817
"3826" "YOR219C" 1.179 29.8036224976
"3827" "YOR352W" 1.179 30.0951031971
"3828" "YMR215W" 1.179 30.4463157895
"3829" "YBR153W" 1.179 30.6176529189
"3830" "YPL042C" 1.179 30.7081679549
"3831" "YEL073C" 1.179 31.1506546192
"3832" "YER152C" 1.179 31.3754397722
"3833" "YBL059C-A" 1.179 31.4535111809
"3834" "YKL164C-R" 1.179 32.8304457855
"3835" "YGR283C" 1.18 27.8295819936
"3836" "YLR135W" 1.18 28.7212671431
"3837" "YIL053W" 1.18 29.5280943811
"3838" "YOR210W" 1.18 29.6597164304
"3839" "YPL172C" 1.18 29.8875953432
"3840" "YNL239W" 1.18 30.5550146056
"3841" "YOR253W" 1.18 31.4909862142
"3842" "YBR210W" 1.18 32.967032967
"3843" "YLR300W" 1.18 34.796431839
"3844" "YNL035C" 1.18 35.2227852525
"3845" "YMR008C" 1.181 30.3355290243
"3846" "YIL120W" 1.181 30.7240925334
"3847" "YLR067C" 1.182 28.8900885338
"3848" "YNR072W" 1.182 28.9231848474
"3849" "YER128W" 1.182 31.1934321185
"3850" "YPL114W" 1.182 31.1942446043
"3851" "YFR017C" 1.182 32.0333680918
"3852" "YLR225C" 1.182 32.7188392008
"3853" "YIL124W" 1.182 34.5302287582
"3854" "YCR010C" 1.183 28.9209358612
"3855" "YHR005C-A" 1.183 30.3399923166
"3856" "YJL062W" 1.183 30.3989867004
"3857" "YLR265C" 1.183 30.9903096195
"3858" "YMR059W" 1.183 33.4385345398
"3859" "YMR053C" 1.184 30.1947930324
"3860" "YDR021W" 1.184 30.2501106684
"3861" "YGR117C" 1.184 30.4382952939
"3862" "YNL030W" 1.184 30.4391150144
"3863" "YKL117W" 1.184 30.454393585
"3864" "YPL262W" 1.184 30.6992112556
"3865" "YIL158W" 1.184 30.7620660457
"3866" "YBR116C" 1.184 30.8208955224
"3867" "YEL045C" 1.184 31.3429794172
"3868" "YBR302C" 1.184 31.7060810811
"3869" "YIL048W" 1.185 28.906628941
"3870" "YIL160C" 1.185 29.6347607053
"3871" "YDR025W" 1.186 30.771484375
"3872" "YMR216C" 1.186 30.8629441624
"3873" "YHL050C" 1.186 31.1826347305
"3874" "YPR109W" 1.186 34.7136654951
"3875" "YLR020C" 1.187 29.1074486301
"3876" "YLL033W" 1.187 29.224884236
"3877" "YJR013W" 1.187 29.5837404729
"3878" "YLL052C" 1.187 30.0154440154
"3879" "YDR331W" 1.187 30.5549533926
"3880" "YKL162C" 1.187 31.0498829462
"3881" "YNL026W" 1.187 31.4333398783
"3882" "YNL301C" 1.187 31.5770456961
"3883" "YLR145W" 1.188 31.7826617827
"3884" "YPL129W" 1.188 31.8026389147
"3885" "YER092W" 1.188 32.3754366612
"3886" "YLR340W" 1.188 32.8850405306
"3887" "YBR158W" 1.188 33.3321100917
"3888" "YMR165C" 1.189 28.649394776
"3889" "YLL028W" 1.189 29.0526111435
"3890" "YNL184C" 1.189 29.5269137642
"3891" "YJL158C" 1.189 29.7610619469
"3892" "YKL149C" 1.189 29.7948313277
"3893" "YIR023W" 1.189 29.8071979434
"3894" "YPL036W" 1.189 31.2779700115
"3895" "YLR332W" 1.189 31.8044019934
"3896" "YCR089W" 1.189 31.9017681729
"3897" "YPL003W" 1.189 33.1193383222
"3898" "YAL018C" 1.19 30.1389728097
"3899" "YDR519W" 1.19 30.5691056911
"3900" "YDL052C" 1.19 30.7754800591
"3901" "YLR334C" 1.19 31.5004173623
"3902" "YML005W" 1.19 31.9734982332
"3903" "YOR023C" 1.19 32.1138392857
"3904" "YKL209C" 1.19 32.6442898076
"3905" "YPR089W" 1.191 28.3323727185
"3906" "YBR196C-R" 1.191 29.8479171259
"3907" "YLR380W" 1.191 30.7560421401
"3908" "YLR297W" 1.191 31.1037649219
"3909" "YNL004W" 1.191 31.8758434548
"3910" "YOR259C-R" 1.191 31.9831730769
"3911" "YOR099W" 1.191 32.9961716704
"3912" "YGL040C" 1.192 29.2247439245
"3913" "YGR199W" 1.192 29.5074812968
"3914" "YLR360W" 1.192 31.4167573449
"3915" "YJR144W" 1.192 31.968220339
"3916" "YOR101W" 1.192 32.9154135338
"3917" "YGL075C" 1.192 32.9852160728
"3918" "YHR091C" 1.194 28.4192377495
"3919" "YOR149C" 1.194 30.1205347359
"3920" "YJR080C" 1.194 30.4333776849
"3921" "YLR084C" 1.194 30.9801960392
"3922" "YLR116W" 1.194 31.314733771
"3923" "YGL146C" 1.194 31.3501413761
"3924" "YPL133C" 1.194 32.5384448776
"3925" "YCL035C" 1.195 31.5029126214
"3926" "YNL135C" 1.195 32.2449850619
"3927" "YOR201C" 1.195 32.7256022866
"3928" "YBL033C" 1.195 33.0755555556
"3929" "YOR345C" 1.196 26.6652249135
"3930" "YDL221W" 1.196 27.7904929577
"3931" "YNL051W" 1.196 29.5970627001
"3932" "YDR246W" 1.196 30.8979662185
"3933" "YLR172C" 1.196 30.9513323057
"3934" "YDR093W" 1.196 31.1821155943
"3935" "YOR088W" 1.196 31.5407789972
"3936" "YLR165C" 1.197 27.8315065549
"3937" "YCL026C-A" 1.197 29.979587671
"3938" "YFR025C" 1.197 30.3847671665
"3939" "YPL202C" 1.197 30.3972468043
"3940" "YNL090W" 1.197 30.7659488013
"3941" "YHR053C" 1.197 30.9483685909
"3942" "YLR168C" 1.198 29.5993806851
"3943" "YDR380W" 1.198 29.7283018868
"3944" "YOL029C" 1.198 30.1765622295
"3945" "YGR177C" 1.198 30.4424778761
"3946" "YDR291W" 1.198 30.7538891105
"3947" "YPR083W" 1.198 31.6091219096
"3948" "YPL002C" 1.198 32.8384279476
"3949" "YMR258C" 1.198 33.2289919881
"3950" "YFL040W" 1.199 28.0177165354
"3951" "YMR114C" 1.199 28.7284086733
"3952" "YDR323C" 1.199 30.5280213496
"3953" "YCR053W" 1.199 31.2461832061
"3954" "YOR039W" 1.199 31.5043181362
"3955" "YPR053C" 1.199 32.30228471
"3956" "YLL041C" 1.199 33.5439692456
"3957" "YJL162C" 1.2 28.4453870626
"3958" "YJR036C" 1.2 29.5492227979
"3959" "YJL147C" 1.2 30.3187631227
"3960" "YOL013C" 1.2 31.6419062319
"3961" "YDR354W" 1.2 33.0209315482
"3962" "YLR220W" 1.2 33.2775229358
"3963" "YOR060C" 1.201 25.8357714063
"3964" "YOR269W" 1.201 31.0397262878
"3965" "YJL166W" 1.201 31.1089784602
"3966" "YNL234W" 1.201 31.3364553314
"3967" "YLR062C" 1.202 30.6002475248
"3968" "YNL134C" 1.202 30.9658397723
"3969" "YOL127W" 1.202 31.7896717541
"3970" "YOL130W" 1.202 32.8109589041
"3971" "YGR265W" 1.203 27.0128824477
"3972" "YEL048C" 1.203 32.8910696762
"3973" "YLL023C" 1.203 33.0307813733
"3974" "YLR270W" 1.204 28.3640702972
"3975" "YEL025C" 1.204 30.3157683025
"3976" "YER166W" 1.204 30.6626506024
"3977" "YNL327W" 1.204 31.3082362729
"3978" "YMR139W" 1.204 31.5711480093
"3979" "YNL269W" 1.204 31.730484451
"3980" "YLR130C" 1.204 32.0877607241
"3981" "YJR040W" 1.204 32.2124796085
"3982" "YKL077W" 1.204 33.0064201904
"3983" "YGL228W" 1.205 30.0981022837
"3984" "YPL183W-A" 1.205 31.9844357977
"3985" "YNL164C" 1.205 32.5525897119
"3986" "YBR165W" 1.205 32.8872699387
"3987" "YLL014W" 1.205 33.4118499728
"3988" "YDR092W" 1.206 28.8337292162
"3989" "YGL005C" 1.206 29.5965364775
"3990" "YMR244W" 1.206 30.4144763445
"3991" "YKL183W" 1.206 31.1547644888
"3992" "YCR017C" 1.206 31.8269230769
"3993" "YIL047C" 1.207 29.537939805
"3994" "YDR357C" 1.207 30.0214007782
"3995" "YGL261C" 1.207 30.126799914
"3996" "YLR058C-R" 1.207 30.182306659
"3997" "YML023C" 1.207 30.3532959931
"3998" "YNL261W" 1.207 30.575706453
"3999" "YBL054W" 1.207 31.2287194671
"4000" "YGL051W" 1.208 29.3487574979
"4001" "YPR177C" 1.208 30.8723714345
"4002" "YPL096W" 1.208 30.9729633582
"4003" "YDR116C" 1.208 31.5609756098
"4004" "YAL012W" 1.208 31.7132794696
"4005" "YOL121C" 1.208 32.0901889092
"4006" "YDR375C" 1.208 32.7165354331
"4007" "YPL079W" 1.208 34.0954190416
"4008" "YKL206C" 1.209 29.2114402451
"4009" "YLL053C" 1.209 30.9398496241
"4010" "YPR153W" 1.209 30.9508716323
"4011" "YCR059C" 1.209 31.0876826722
"4012" "YOR120W" 1.209 32.2036595068
"4013" "YKL144C" 1.209 32.4299253882
"4014" "YPL177C" 1.209 34.5122902848
"4015" "YDR486C" 1.21 30.3311011905
"4016" "YIR036C" 1.21 32.6788432268
"4017" "YOR029W" 1.211 26.8681672026
"4018" "YHR131C" 1.211 29.4444444444
"4019" "YNL257C" 1.211 29.9427103911
"4020" "YMR131C" 1.211 32.1378129681
"4021" "YHR162W" 1.212 28.8634146341
"4022" "YDR469W" 1.212 29.3706157443
"4023" "YGR091W" 1.213 27.7514673143
"4024" "YGL020C" 1.213 31.6987839102
"4025" "YGR210C" 1.213 32.722295639
"4026" "YOL023W" 1.214 25.8781977854
"4027" "YGR239C" 1.215 28.0564624544
"4028" "YPR094W" 1.215 28.3601573677
"4029" "YGR254W" 1.215 30.0175233645
"4030" "YNL211C" 1.215 31.2202764977
"4031" "YBR173C" 1.215 32.1690490988
"4032" "YPL166W" 1.216 28.935706502
"4033" "YOR325W" 1.216 29.092345902
"4034" "YBR298C" 1.216 30
"4035" "YGL185C" 1.216 30.1772915881
"4036" "YGL070C" 1.216 30.6324786325
"4037" "YOL161C" 1.216 30.7843515128
"4038" "YMR170C" 1.216 32.1304163127
"4039" "YDL076C" 1.216 32.2799914767
"4040" "YMR273C" 1.217 26.7372247167
"4041" "YOR118W" 1.217 28.7069640063
"4042" "YLR442C" 1.217 30.8418463867
"4043" "YER039C" 1.217 31.7968470082
"4044" "YCR062W" 1.217 32.0287216828
"4045" "YER123W" 1.217 32.8397725044
"4046" "YAR003W" 1.217 32.9873022945
"4047" "YDR318W" 1.218 28.6215962441
"4048" "YKL148C" 1.218 30.2673224979
"4049" "YER187W-A" 1.218 30.7040751013
"4050" "YPL231W" 1.218 30.9522655682
"4051" "YKL084W" 1.218 31.0128650194
"4052" "YAR008W" 1.218 31.2759373862
"4053" "YOR396W" 1.218 33.1224707135
"4054" "YLR194C" 1.218 33.3380884451
"4055" "YER079W" 1.219 28.6608306947
"4056" "YPL122C" 1.219 29.3144031384
"4057" "YGR161C" 1.219 30.9324055666
"4058" "YGR089W" 1.22 27.8222386133
"4059" "YPL064C" 1.22 28.3282789992
"4060" "YOR062C" 1.22 29.997961264
"4061" "YHR145C" 1.22 30.6096083973
"4062" "YPR051W" 1.22 30.6400161518
"4063" "YHL045W" 1.22 30.8186397985
"4064" "YHR058C" 1.22 31.6075995616
"4065" "YDR233C-R" 1.22 33.7545827043
"4066" "YLR099C" 1.22 34.008683068
"4067" "YPL228W" 1.221 27.2089579863
"4068" "YDL106C" 1.221 31.3932844462
"4069" "YLR103C" 1.221 31.9519331243
"4070" "YPL069C" 1.221 32.1144480519
"4071" "YDR459C" 1.221 34.124595161
"4072" "YBR016W" 1.222 31.1046847889
"4073" "YNR059W" 1.222 33.0244847631
"4074" "YJR023C" 1.223 27.5884876654
"4075" "YNR047W" 1.223 30.3873502994
"4076" "YEL076W-C" 1.223 30.9543486816
"4077" "YKL060C" 1.223 31.1483150891
"4078" "YMR246W" 1.223 31.5601693207
"4079" "YMR038C" 1.223 31.9008264463
"4080" "YJL052W" 1.223 31.9606386929
"4081" "YCR020W-B" 1.223 33.395397857
"4082" "YNL077W" 1.224 29.3245851023
"4083" "YCL057W" 1.224 31.6022974847
"4084" "YHL017W" 1.224 33.228565745
"4085" "YPL041C" 1.224 33.3362930078
"4086" "YHR039C" 1.224 34.4538584841
"4087" "YDR301W" 1.225 28.3771313942
"4088" "YKR064W" 1.225 28.5301936954
"4089" "YKL086W" 1.225 28.7584345479
"4090" "YPR020W" 1.225 29.6829223067
"4091" "YPL039W" 1.225 30.3747276688
"4092" "YER023W" 1.225 30.4524338517
"4093" "YBR123C" 1.225 30.7549828871
"4094" "YKL162C-A" 1.225 33.6696340257
"4095" "YEL070W" 1.226 28.5200084692
"4096" "YOR148C" 1.226 29.1285081241
"4097" "YGR296W" 1.227 29.6210441443
"4098" "YBL098W" 1.227 30.2384419367
"4099" "YIL010W" 1.227 32.2884615385
"4100" "YJL223C" 1.228 30.4418789809
"4101" "YOR285W" 1.228 34.2262895175
"4102" "YMR278W" 1.229 28.4606656581
"4103" "YNR060W" 1.229 29.7885248743
"4104" "YPL024W" 1.229 32.5100671141
"4105" "YOR162C" 1.23 28.1764102564
"4106" "YLR030W" 1.23 30.0382832964
"4107" "YHL022C" 1.23 30.3357664234
"4108" "YDR267C" 1.23 31.0998376623
"4109" "YBL020W" 1.23 31.7016449234
"4110" "YKR025W" 1.23 33.3222591362
"4111" "YLR088W" 1.231 27.7221262713
"4112" "YHL039W" 1.231 28.465195892
"4113" "YKL178C" 1.231 28.7990238801
"4114" "YGL159W" 1.231 29.6170898831
"4115" "YNR001C" 1.231 29.8861377191
"4116" "YJL057C" 1.231 30.0657310357
"4117" "YMR013C" 1.232 27.5723542117
"4118" "YBR128C" 1.232 28.8864365971
"4119" "YIL044C" 1.232 29.3552812071
"4120" "YJR150C" 1.232 30.4947916667
"4121" "YGR166W" 1.232 30.5898290955
"4122" "YKR093W" 1.232 33.8153414781
"4123" "YNL013C" 1.233 30.5868594514
"4124" "YDR063W" 1.233 32.7651792246
"4125" "YDR500C" 1.233 34.4440256314
"4126" "YEL059W" 1.234 28.7753525208
"4127" "YDR010C" 1.234 29.1705957994
"4128" "YNL282W" 1.234 30.2188266365
"4129" "YNL274C" 1.234 32.084437713
"4130" "YPR023C" 1.235 28.7261526232
"4131" "YJL137C" 1.235 29.4745160016
"4132" "YPL125W" 1.235 30.0329896907
"4133" "YER039C-A" 1.235 31.0523174856
"4134" "YGR192C-R" 1.235 32.619091075
"4135" "YHR174W" 1.236 29.6391948348
"4136" "YIL104C" 1.236 30.9724888036
"4137" "YPR088C" 1.236 31.2270688952
"4138" "YGR173W" 1.237 28.4478047003
"4139" "YPR098C" 1.237 29.6246950647
"4140" "YGL044C" 1.237 29.8883572568
"4141" "YER117W" 1.237 30.9261385381
"4142" "YMR276W" 1.237 31.6862137641
"4143" "YHR073W" 1.238 31.668655529
"4144" "YMR201C" 1.239 29.0574433657
"4145" "YPR184W" 1.239 29.9599287622
"4146" "YMR126C" 1.239 31.2522522523
"4147" "YOL054W" 1.239 31.9870497774
"4148" "YPR159W" 1.239 32.2086663862
"4149" "YMR210W" 1.239 32.2892983144
"4150" "YML094W" 1.239 33.0887068044
"4151" "YMR136W" 1.24 30.237243457
"4152" "YIL083C" 1.24 30.6766917293
"4153" "YLL015W" 1.24 31.9136343709
"4154" "YJL193W" 1.24 32.720028975
"4155" "YPR125W" 1.241 30.431616341
"4156" "YHR195W" 1.241 31.2619652276
"4157" "YKR006C" 1.241 32.7897293546
"4158" "YJL182C" 1.242 29.1570524749
"4159" "YPL073C" 1.242 29.5818878948
